Vocab size: 65,536
num_layers: 20
model_dim: 1280
num_heads: 10
num_kv_heads: 10
Tokens / micro-batch / rank: 32 x 2048 = 65,536
Tokens / micro-batch: 524,288
Total batch size 524,288 => gradient accumulation steps: 1
Number of parameters: 560,988,160
Estimated FLOPs per token: 3.491758e+09
Calculated number of iterations from target data:param ratio: 21,400
Total number of training tokens: 11,219,763,200
Tokens : Params ratio: 20.00
Total training FLOPs estimate: 3.917670e+19
Scaling the LR for the AdamW parameters ∝1/√(1280/768) = 0.774597
Muon: Grouping 80 params of shape torch.Size([1280, 1280]), device cuda:0, dtype torch.float32
Muon: Grouping 20 params of shape torch.Size([1280, 5120]), device cuda:0, dtype torch.float32
Muon: Grouping 20 params of shape torch.Size([5120, 1280]), device cuda:0, dtype torch.float32
Step 00000 | Validation bpb: 3.3011
step 00000/21400 (0.00%) | loss: 11.090355 | grad norm: 0.4270 | lrm: 1.00 | dt: 73303.53ms | tok/sec: 7,152 | mfu: 0.32 | total time: 0.00m
step 04334/21400 (20.25%) | loss: 3.052088 | grad norm: 0.1838 | lrm: 1.00 | dt: 483.63ms | tok/sec: 1,084,064 | mfu: 47.84 | total time: 35.49m
step 04335/21400 (20.26%) | loss: 3.054697 | grad norm: 0.1823 | lrm: 1.00 | dt: 481.14ms | tok/sec: 1,089,681 | mfu: 48.09 | total time: 35.49m
step 04336/21400 (20.26%) | loss: 3.048246 | grad norm: 0.1759 | lrm: 1.00 | dt: 483.43ms | tok/sec: 1,084,521 | mfu: 47.86 | total time: 35.50m
step 04337/21400 (20.27%) | loss: 3.047724 | grad norm: 0.1896 | lrm: 1.00 | dt: 481.09ms | tok/sec: 1,089,796 | mfu: 48.10 | total time: 35.51m
step 04338/21400 (20.27%) | loss: 3.043112 | grad norm: 0.1800 | lrm: 1.00 | dt: 482.88ms | tok/sec: 1,085,761 | mfu: 47.92 | total time: 35.52m
step 04339/21400 (20.28%) | loss: 3.034231 | grad norm: 0.3160 | lrm: 1.00 | dt: 482.35ms | tok/sec: 1,086,937 | mfu: 47.97 | total time: 35.53m
step 04340/21400 (20.28%) | loss: 3.041536 | grad norm: 0.2414 | lrm: 1.00 | dt: 478.80ms | tok/sec: 1,095,001 | mfu: 48.33 | total time: 35.53m
step 04341/21400 (20.29%) | loss: 3.038477 | grad norm: 0.1819 | lrm: 1.00 | dt: 481.03ms | tok/sec: 1,089,935 | mfu: 48.10 | total time: 35.54m
step 04342/21400 (20.29%) | loss: 3.035736 | grad norm: 0.1790 | lrm: 1.00 | dt: 478.95ms | tok/sec: 1,094,664 | mfu: 48.31 | total time: 35.55m
step 04343/21400 (20.29%) | loss: 3.047817 | grad norm: 0.1832 | lrm: 1.00 | dt: 478.76ms | tok/sec: 1,095,103 | mfu: 48.33 | total time: 35.56m
step 04344/21400 (20.30%) | loss: 3.048338 | grad norm: 0.1790 | lrm: 1.00 | dt: 479.66ms | tok/sec: 1,093,035 | mfu: 48.24 | total time: 35.57m
step 04345/21400 (20.30%) | loss: 3.038911 | grad norm: 0.1596 | lrm: 1.00 | dt: 479.75ms | tok/sec: 1,092,831 | mfu: 48.23 | total time: 35.57m
step 04346/21400 (20.31%) | loss: 3.036915 | grad norm: 0.1760 | lrm: 1.00 | dt: 480.09ms | tok/sec: 1,092,072 | mfu: 48.20 | total time: 35.58m
step 04347/21400 (20.31%) | loss: 3.069474 | grad norm: 0.2440 | lrm: 1.00 | dt: 482.49ms | tok/sec: 1,086,621 | mfu: 47.96 | total time: 35.59m
step 04348/21400 (20.32%) | loss: 3.059785 | grad norm: 0.1711 | lrm: 1.00 | dt: 480.13ms | tok/sec: 1,091,969 | mfu: 48.19 | total time: 35.60m
step 04349/21400 (20.32%) | loss: 3.050030 | grad norm: 0.1659 | lrm: 1.00 | dt: 479.94ms | tok/sec: 1,092,394 | mfu: 48.21 | total time: 35.61m
step 04350/21400 (20.33%) | loss: 3.046196 | grad norm: 0.1713 | lrm: 1.00 | dt: 479.03ms | tok/sec: 1,094,478 | mfu: 48.30 | total time: 35.61m
step 04351/21400 (20.33%) | loss: 3.034811 | grad norm: 0.1707 | lrm: 1.00 | dt: 480.99ms | tok/sec: 1,090,023 | mfu: 48.11 | total time: 35.62m
step 04352/21400 (20.34%) | loss: 3.034201 | grad norm: 0.1823 | lrm: 1.00 | dt: 479.40ms | tok/sec: 1,093,637 | mfu: 48.26 | total time: 35.63m
step 04353/21400 (20.34%) | loss: 3.043171 | grad norm: 0.1900 | lrm: 1.00 | dt: 481.63ms | tok/sec: 1,088,562 | mfu: 48.04 | total time: 35.64m
step 04354/21400 (20.35%) | loss: 3.032964 | grad norm: 0.1696 | lrm: 1.00 | dt: 481.01ms | tok/sec: 1,089,974 | mfu: 48.10 | total time: 35.65m
step 04355/21400 (20.35%) | loss: 3.038504 | grad norm: 0.1717 | lrm: 1.00 | dt: 483.27ms | tok/sec: 1,084,885 | mfu: 47.88 | total time: 35.65m
step 04356/21400 (20.36%) | loss: 3.027145 | grad norm: 0.1855 | lrm: 1.00 | dt: 482.58ms | tok/sec: 1,086,435 | mfu: 47.95 | total time: 35.66m
step 04357/21400 (20.36%) | loss: 3.026771 | grad norm: 0.1703 | lrm: 1.00 | dt: 481.42ms | tok/sec: 1,089,048 | mfu: 48.06 | total time: 35.67m
step 04358/21400 (20.36%) | loss: 3.032939 | grad norm: 0.2389 | lrm: 1.00 | dt: 483.06ms | tok/sec: 1,085,344 | mfu: 47.90 | total time: 35.68m
step 04359/21400 (20.37%) | loss: 3.035346 | grad norm: 0.1823 | lrm: 1.00 | dt: 482.20ms | tok/sec: 1,087,272 | mfu: 47.98 | total time: 35.69m
step 04360/21400 (20.37%) | loss: 3.043787 | grad norm: 0.1800 | lrm: 1.00 | dt: 480.22ms | tok/sec: 1,091,767 | mfu: 48.18 | total time: 35.69m
step 04361/21400 (20.38%) | loss: 3.046428 | grad norm: 0.2014 | lrm: 1.00 | dt: 481.46ms | tok/sec: 1,088,964 | mfu: 48.06 | total time: 35.70m
step 04362/21400 (20.38%) | loss: 3.037096 | grad norm: 0.1910 | lrm: 1.00 | dt: 477.62ms | tok/sec: 1,097,713 | mfu: 48.44 | total time: 35.71m
step 04363/21400 (20.39%) | loss: 3.021497 | grad norm: 0.1659 | lrm: 1.00 | dt: 480.79ms | tok/sec: 1,090,465 | mfu: 48.12 | total time: 35.72m
step 04364/21400 (20.39%) | loss: 3.032695 | grad norm: 0.1774 | lrm: 1.00 | dt: 481.24ms | tok/sec: 1,089,444 | mfu: 48.08 | total time: 35.73m
step 04365/21400 (20.40%) | loss: 3.026557 | grad norm: 0.1834 | lrm: 1.00 | dt: 479.61ms | tok/sec: 1,093,160 | mfu: 48.24 | total time: 35.73m
step 04366/21400 (20.40%) | loss: 3.018085 | grad norm: 0.1763 | lrm: 1.00 | dt: 645.17ms | tok/sec: 812,637 | mfu: 35.86 | total time: 35.75m
step 04367/21400 (20.41%) | loss: 3.035282 | grad norm: 0.2420 | lrm: 1.00 | dt: 475.17ms | tok/sec: 1,103,358 | mfu: 48.69 | total time: 35.75m
step 04368/21400 (20.41%) | loss: 3.030295 | grad norm: 0.1652 | lrm: 1.00 | dt: 484.94ms | tok/sec: 1,081,135 | mfu: 47.71 | total time: 35.76m
step 04369/21400 (20.42%) | loss: 3.038604 | grad norm: 0.1939 | lrm: 1.00 | dt: 481.48ms | tok/sec: 1,088,902 | mfu: 48.06 | total time: 35.77m
step 04370/21400 (20.42%) | loss: 3.062915 | grad norm: 0.2211 | lrm: 1.00 | dt: 482.49ms | tok/sec: 1,086,629 | mfu: 47.96 | total time: 35.78m
step 04371/21400 (20.43%) | loss: 3.067806 | grad norm: 0.1822 | lrm: 1.00 | dt: 479.18ms | tok/sec: 1,094,127 | mfu: 48.29 | total time: 35.79m
step 04372/21400 (20.43%) | loss: 3.065372 | grad norm: 0.1751 | lrm: 1.00 | dt: 482.60ms | tok/sec: 1,086,373 | mfu: 47.94 | total time: 35.79m
step 04373/21400 (20.43%) | loss: 3.057044 | grad norm: 0.1765 | lrm: 1.00 | dt: 480.18ms | tok/sec: 1,091,867 | mfu: 48.19 | total time: 35.80m
step 04374/21400 (20.44%) | loss: 3.030876 | grad norm: 0.2548 | lrm: 1.00 | dt: 481.12ms | tok/sec: 1,089,721 | mfu: 48.09 | total time: 35.81m
step 04375/21400 (20.44%) | loss: 3.033317 | grad norm: 0.1845 | lrm: 1.00 | dt: 479.08ms | tok/sec: 1,094,357 | mfu: 48.30 | total time: 35.82m
step 04376/21400 (20.45%) | loss: 3.021917 | grad norm: 0.1966 | lrm: 1.00 | dt: 480.26ms | tok/sec: 1,091,682 | mfu: 48.18 | total time: 35.83m
step 04377/21400 (20.45%) | loss: 3.019150 | grad norm: 0.1756 | lrm: 1.00 | dt: 478.92ms | tok/sec: 1,094,720 | mfu: 48.31 | total time: 35.83m
step 04378/21400 (20.46%) | loss: 3.016104 | grad norm: 0.1710 | lrm: 1.00 | dt: 481.88ms | tok/sec: 1,088,003 | mfu: 48.02 | total time: 35.84m
step 04379/21400 (20.46%) | loss: 3.021020 | grad norm: 0.1637 | lrm: 1.00 | dt: 478.99ms | tok/sec: 1,094,568 | mfu: 48.31 | total time: 35.85m
step 04380/21400 (20.47%) | loss: 3.021098 | grad norm: 0.1746 | lrm: 1.00 | dt: 481.61ms | tok/sec: 1,088,607 | mfu: 48.04 | total time: 35.86m
step 04381/21400 (20.47%) | loss: 3.014700 | grad norm: 0.1814 | lrm: 1.00 | dt: 480.84ms | tok/sec: 1,090,351 | mfu: 48.12 | total time: 35.87m
step 04382/21400 (20.48%) | loss: 3.014134 | grad norm: 0.1733 | lrm: 1.00 | dt: 482.87ms | tok/sec: 1,085,777 | mfu: 47.92 | total time: 35.87m
step 04383/21400 (20.48%) | loss: 3.024828 | grad norm: 0.1789 | lrm: 1.00 | dt: 482.64ms | tok/sec: 1,086,301 | mfu: 47.94 | total time: 35.88m
step 04384/21400 (20.49%) | loss: 3.021949 | grad norm: 0.1637 | lrm: 1.00 | dt: 481.98ms | tok/sec: 1,087,769 | mfu: 48.01 | total time: 35.89m
step 04385/21400 (20.49%) | loss: 3.023106 | grad norm: 0.1753 | lrm: 1.00 | dt: 483.85ms | tok/sec: 1,083,571 | mfu: 47.82 | total time: 35.90m
step 04386/21400 (20.50%) | loss: 3.025559 | grad norm: 0.1858 | lrm: 1.00 | dt: 480.06ms | tok/sec: 1,092,121 | mfu: 48.20 | total time: 35.91m
step 04387/21400 (20.50%) | loss: 3.025859 | grad norm: 0.1885 | lrm: 1.00 | dt: 482.84ms | tok/sec: 1,085,851 | mfu: 47.92 | total time: 35.91m
step 04388/21400 (20.50%) | loss: 3.022197 | grad norm: 0.1696 | lrm: 1.00 | dt: 482.03ms | tok/sec: 1,087,655 | mfu: 48.00 | total time: 35.92m
step 04389/21400 (20.51%) | loss: 3.027704 | grad norm: 0.1839 | lrm: 1.00 | dt: 481.63ms | tok/sec: 1,088,568 | mfu: 48.04 | total time: 35.93m
step 04390/21400 (20.51%) | loss: 3.006917 | grad norm: 0.1689 | lrm: 1.00 | dt: 481.95ms | tok/sec: 1,087,840 | mfu: 48.01 | total time: 35.94m
step 04391/21400 (20.52%) | loss: 3.009985 | grad norm: 0.2097 | lrm: 1.00 | dt: 481.94ms | tok/sec: 1,087,877 | mfu: 48.01 | total time: 35.95m
step 04392/21400 (20.52%) | loss: 3.038341 | grad norm: 0.3847 | lrm: 1.00 | dt: 480.98ms | tok/sec: 1,090,035 | mfu: 48.11 | total time: 35.95m
step 04393/21400 (20.53%) | loss: 3.030497 | grad norm: 0.1775 | lrm: 1.00 | dt: 480.05ms | tok/sec: 1,092,155 | mfu: 48.20 | total time: 35.96m
step 04394/21400 (20.53%) | loss: 3.023317 | grad norm: 0.1831 | lrm: 1.00 | dt: 482.81ms | tok/sec: 1,085,908 | mfu: 47.92 | total time: 35.97m
step 04395/21400 (20.54%) | loss: 3.038388 | grad norm: 0.1805 | lrm: 1.00 | dt: 480.41ms | tok/sec: 1,091,342 | mfu: 48.16 | total time: 35.98m
step 04396/21400 (20.54%) | loss: 3.024861 | grad norm: 0.1711 | lrm: 1.00 | dt: 480.75ms | tok/sec: 1,090,560 | mfu: 48.13 | total time: 35.99m
step 04397/21400 (20.55%) | loss: 3.019248 | grad norm: 0.1690 | lrm: 1.00 | dt: 481.34ms | tok/sec: 1,089,227 | mfu: 48.07 | total time: 35.99m
step 04398/21400 (20.55%) | loss: 3.023117 | grad norm: 0.2038 | lrm: 1.00 | dt: 479.91ms | tok/sec: 1,092,474 | mfu: 48.21 | total time: 36.00m
step 04399/21400 (20.56%) | loss: 3.029180 | grad norm: 0.1802 | lrm: 1.00 | dt: 479.27ms | tok/sec: 1,093,932 | mfu: 48.28 | total time: 36.01m
step 04400/21400 (20.56%) | loss: 3.035659 | grad norm: 0.1899 | lrm: 1.00 | dt: 480.20ms | tok/sec: 1,091,802 | mfu: 48.18 | total time: 36.02m
step 04401/21400 (20.57%) | loss: 3.042917 | grad norm: 0.1792 | lrm: 1.00 | dt: 478.59ms | tok/sec: 1,095,496 | mfu: 48.35 | total time: 36.03m
step 04402/21400 (20.57%) | loss: 3.038425 | grad norm: 0.1762 | lrm: 1.00 | dt: 480.08ms | tok/sec: 1,092,088 | mfu: 48.20 | total time: 36.03m
step 04403/21400 (20.57%) | loss: 3.025664 | grad norm: 0.2181 | lrm: 1.00 | dt: 481.44ms | tok/sec: 1,088,994 | mfu: 48.06 | total time: 36.04m
step 04404/21400 (20.58%) | loss: 3.025529 | grad norm: 0.1798 | lrm: 1.00 | dt: 482.60ms | tok/sec: 1,086,378 | mfu: 47.94 | total time: 36.05m
step 04405/21400 (20.58%) | loss: 3.027375 | grad norm: 0.1728 | lrm: 1.00 | dt: 480.02ms | tok/sec: 1,092,219 | mfu: 48.20 | total time: 36.06m
step 04406/21400 (20.59%) | loss: 3.028311 | grad norm: 0.1906 | lrm: 1.00 | dt: 480.97ms | tok/sec: 1,090,057 | mfu: 48.11 | total time: 36.07m
step 04407/21400 (20.59%) | loss: 3.009479 | grad norm: 0.1873 | lrm: 1.00 | dt: 480.84ms | tok/sec: 1,090,367 | mfu: 48.12 | total time: 36.07m
step 04408/21400 (20.60%) | loss: 3.009370 | grad norm: 0.1846 | lrm: 1.00 | dt: 482.43ms | tok/sec: 1,086,762 | mfu: 47.96 | total time: 36.08m
step 04409/21400 (20.60%) | loss: 3.021504 | grad norm: 0.1899 | lrm: 1.00 | dt: 480.01ms | tok/sec: 1,092,234 | mfu: 48.20 | total time: 36.09m
step 04410/21400 (20.61%) | loss: 3.018970 | grad norm: 0.1803 | lrm: 1.00 | dt: 481.55ms | tok/sec: 1,088,750 | mfu: 48.05 | total time: 36.10m
step 04411/21400 (20.61%) | loss: 3.019247 | grad norm: 0.1722 | lrm: 1.00 | dt: 481.37ms | tok/sec: 1,089,156 | mfu: 48.07 | total time: 36.11m
step 04412/21400 (20.62%) | loss: 3.024587 | grad norm: 0.1830 | lrm: 1.00 | dt: 480.36ms | tok/sec: 1,091,450 | mfu: 48.17 | total time: 36.11m
step 04413/21400 (20.62%) | loss: 3.030249 | grad norm: 0.1854 | lrm: 1.00 | dt: 480.66ms | tok/sec: 1,090,765 | mfu: 48.14 | total time: 36.12m
step 04414/21400 (20.63%) | loss: 3.014049 | grad norm: 0.1831 | lrm: 1.00 | dt: 481.03ms | tok/sec: 1,089,935 | mfu: 48.10 | total time: 36.13m
step 04415/21400 (20.63%) | loss: 3.012773 | grad norm: 0.1734 | lrm: 1.00 | dt: 480.41ms | tok/sec: 1,091,329 | mfu: 48.16 | total time: 36.14m
step 04416/21400 (20.64%) | loss: 3.017352 | grad norm: 0.1738 | lrm: 1.00 | dt: 483.21ms | tok/sec: 1,085,006 | mfu: 47.88 | total time: 36.15m
step 04417/21400 (20.64%) | loss: 3.021288 | grad norm: 0.1762 | lrm: 1.00 | dt: 480.15ms | tok/sec: 1,091,924 | mfu: 48.19 | total time: 36.15m
step 04418/21400 (20.64%) | loss: 3.023122 | grad norm: 0.1943 | lrm: 1.00 | dt: 481.15ms | tok/sec: 1,089,653 | mfu: 48.09 | total time: 36.16m
step 04419/21400 (20.65%) | loss: 3.021526 | grad norm: 0.1858 | lrm: 1.00 | dt: 483.00ms | tok/sec: 1,085,492 | mfu: 47.91 | total time: 36.17m
step 04420/21400 (20.65%) | loss: 3.030453 | grad norm: 0.1811 | lrm: 1.00 | dt: 481.06ms | tok/sec: 1,089,862 | mfu: 48.10 | total time: 36.18m
step 04421/21400 (20.66%) | loss: 3.002651 | grad norm: 0.1634 | lrm: 1.00 | dt: 481.52ms | tok/sec: 1,088,811 | mfu: 48.05 | total time: 36.19m
step 04422/21400 (20.66%) | loss: 2.971160 | grad norm: 0.2576 | lrm: 1.00 | dt: 481.76ms | tok/sec: 1,088,276 | mfu: 48.03 | total time: 36.19m
step 04423/21400 (20.67%) | loss: 2.973062 | grad norm: 0.1829 | lrm: 1.00 | dt: 479.33ms | tok/sec: 1,093,799 | mfu: 48.27 | total time: 36.20m
step 04424/21400 (20.67%) | loss: 2.986247 | grad norm: 0.1749 | lrm: 1.00 | dt: 477.80ms | tok/sec: 1,097,304 | mfu: 48.43 | total time: 36.21m
step 04425/21400 (20.68%) | loss: 2.986596 | grad norm: 0.1736 | lrm: 1.00 | dt: 480.35ms | tok/sec: 1,091,466 | mfu: 48.17 | total time: 36.22m
step 04426/21400 (20.68%) | loss: 2.975516 | grad norm: 0.1978 | lrm: 1.00 | dt: 480.97ms | tok/sec: 1,090,068 | mfu: 48.11 | total time: 36.23m
step 04427/21400 (20.69%) | loss: 2.974425 | grad norm: 0.1665 | lrm: 1.00 | dt: 478.75ms | tok/sec: 1,095,114 | mfu: 48.33 | total time: 36.23m
step 04428/21400 (20.69%) | loss: 2.982342 | grad norm: 0.1870 | lrm: 1.00 | dt: 481.70ms | tok/sec: 1,088,410 | mfu: 48.03 | total time: 36.24m
step 04429/21400 (20.70%) | loss: 2.983873 | grad norm: 0.1807 | lrm: 1.00 | dt: 480.51ms | tok/sec: 1,091,108 | mfu: 48.15 | total time: 36.25m
step 04430/21400 (20.70%) | loss: 2.971309 | grad norm: 0.1829 | lrm: 1.00 | dt: 479.47ms | tok/sec: 1,093,479 | mfu: 48.26 | total time: 36.26m
step 04431/21400 (20.71%) | loss: 2.975725 | grad norm: 0.1813 | lrm: 1.00 | dt: 478.29ms | tok/sec: 1,096,171 | mfu: 48.38 | total time: 36.27m
step 04432/21400 (20.71%) | loss: 2.984560 | grad norm: 0.1776 | lrm: 1.00 | dt: 480.67ms | tok/sec: 1,090,746 | mfu: 48.14 | total time: 36.27m
step 04433/21400 (20.71%) | loss: 2.978489 | grad norm: 0.1626 | lrm: 1.00 | dt: 479.51ms | tok/sec: 1,093,391 | mfu: 48.25 | total time: 36.28m
step 04434/21400 (20.72%) | loss: 2.976201 | grad norm: 0.1924 | lrm: 1.00 | dt: 479.99ms | tok/sec: 1,092,285 | mfu: 48.21 | total time: 36.29m
step 04435/21400 (20.72%) | loss: 2.979081 | grad norm: 0.1721 | lrm: 1.00 | dt: 482.65ms | tok/sec: 1,086,278 | mfu: 47.94 | total time: 36.30m
step 04436/21400 (20.73%) | loss: 2.983151 | grad norm: 0.2346 | lrm: 1.00 | dt: 479.03ms | tok/sec: 1,094,474 | mfu: 48.30 | total time: 36.31m
step 04437/21400 (20.73%) | loss: 2.994392 | grad norm: 0.1842 | lrm: 1.00 | dt: 481.27ms | tok/sec: 1,089,391 | mfu: 48.08 | total time: 36.31m
step 04438/21400 (20.74%) | loss: 2.994443 | grad norm: 0.1817 | lrm: 1.00 | dt: 482.61ms | tok/sec: 1,086,349 | mfu: 47.94 | total time: 36.32m
step 04439/21400 (20.74%) | loss: 3.003017 | grad norm: 0.1841 | lrm: 1.00 | dt: 481.60ms | tok/sec: 1,088,638 | mfu: 48.04 | total time: 36.33m
step 04440/21400 (20.75%) | loss: 3.002923 | grad norm: 0.1738 | lrm: 1.00 | dt: 482.33ms | tok/sec: 1,087,000 | mfu: 47.97 | total time: 36.34m
step 04441/21400 (20.75%) | loss: 3.013344 | grad norm: 0.1772 | lrm: 1.00 | dt: 485.47ms | tok/sec: 1,079,953 | mfu: 47.66 | total time: 36.35m
step 04442/21400 (20.76%) | loss: 2.991717 | grad norm: 0.1920 | lrm: 1.00 | dt: 476.78ms | tok/sec: 1,099,636 | mfu: 48.53 | total time: 36.35m
step 04443/21400 (20.76%) | loss: 2.995698 | grad norm: 0.1701 | lrm: 1.00 | dt: 481.73ms | tok/sec: 1,088,345 | mfu: 48.03 | total time: 36.36m
step 04444/21400 (20.77%) | loss: 2.992828 | grad norm: 0.1870 | lrm: 1.00 | dt: 479.64ms | tok/sec: 1,093,086 | mfu: 48.24 | total time: 36.37m
step 04445/21400 (20.77%) | loss: 2.993239 | grad norm: 0.1730 | lrm: 1.00 | dt: 481.51ms | tok/sec: 1,088,839 | mfu: 48.05 | total time: 36.38m
step 04446/21400 (20.78%) | loss: 3.006441 | grad norm: 0.1831 | lrm: 1.00 | dt: 479.88ms | tok/sec: 1,092,549 | mfu: 48.22 | total time: 36.39m
step 04447/21400 (20.78%) | loss: 3.027201 | grad norm: 0.2333 | lrm: 1.00 | dt: 479.63ms | tok/sec: 1,093,116 | mfu: 48.24 | total time: 36.39m
step 04448/21400 (20.79%) | loss: 3.031083 | grad norm: 0.1762 | lrm: 1.00 | dt: 480.46ms | tok/sec: 1,091,216 | mfu: 48.16 | total time: 36.40m
step 04449/21400 (20.79%) | loss: 3.023454 | grad norm: 0.1691 | lrm: 1.00 | dt: 480.44ms | tok/sec: 1,091,261 | mfu: 48.16 | total time: 36.41m
step 04450/21400 (20.79%) | loss: 3.021814 | grad norm: 0.1727 | lrm: 1.00 | dt: 480.50ms | tok/sec: 1,091,138 | mfu: 48.15 | total time: 36.42m
step 04451/21400 (20.80%) | loss: 3.020570 | grad norm: 0.2221 | lrm: 1.00 | dt: 482.59ms | tok/sec: 1,086,408 | mfu: 47.95 | total time: 36.43m
step 04452/21400 (20.80%) | loss: 3.016663 | grad norm: 0.1756 | lrm: 1.00 | dt: 481.74ms | tok/sec: 1,088,317 | mfu: 48.03 | total time: 36.43m
step 04453/21400 (20.81%) | loss: 3.024378 | grad norm: 0.1875 | lrm: 1.00 | dt: 483.22ms | tok/sec: 1,084,991 | mfu: 47.88 | total time: 36.44m
step 04454/21400 (20.81%) | loss: 3.034440 | grad norm: 0.1950 | lrm: 1.00 | dt: 481.67ms | tok/sec: 1,088,489 | mfu: 48.04 | total time: 36.45m
step 04455/21400 (20.82%) | loss: 3.042144 | grad norm: 0.1945 | lrm: 1.00 | dt: 478.46ms | tok/sec: 1,095,781 | mfu: 48.36 | total time: 36.46m
step 04456/21400 (20.82%) | loss: 3.055350 | grad norm: 0.1958 | lrm: 1.00 | dt: 479.70ms | tok/sec: 1,092,954 | mfu: 48.23 | total time: 36.47m
step 04457/21400 (20.83%) | loss: 3.052381 | grad norm: 0.1832 | lrm: 1.00 | dt: 481.00ms | tok/sec: 1,089,992 | mfu: 48.10 | total time: 36.47m
step 04458/21400 (20.83%) | loss: 3.054332 | grad norm: 0.1826 | lrm: 1.00 | dt: 478.33ms | tok/sec: 1,096,089 | mfu: 48.37 | total time: 36.48m
step 04459/21400 (20.84%) | loss: 3.054211 | grad norm: 0.1807 | lrm: 1.00 | dt: 479.69ms | tok/sec: 1,092,977 | mfu: 48.24 | total time: 36.49m
step 04460/21400 (20.84%) | loss: 3.059657 | grad norm: 0.1834 | lrm: 1.00 | dt: 478.93ms | tok/sec: 1,094,697 | mfu: 48.31 | total time: 36.50m
step 04461/21400 (20.85%) | loss: 3.018325 | grad norm: 0.1972 | lrm: 1.00 | dt: 479.79ms | tok/sec: 1,092,738 | mfu: 48.23 | total time: 36.51m
step 04462/21400 (20.85%) | loss: 3.019528 | grad norm: 0.1666 | lrm: 1.00 | dt: 481.33ms | tok/sec: 1,089,253 | mfu: 48.07 | total time: 36.51m
step 04463/21400 (20.86%) | loss: 3.018826 | grad norm: 0.1648 | lrm: 1.00 | dt: 481.65ms | tok/sec: 1,088,535 | mfu: 48.04 | total time: 36.52m
step 04464/21400 (20.86%) | loss: 3.007360 | grad norm: 0.1580 | lrm: 1.00 | dt: 480.88ms | tok/sec: 1,090,270 | mfu: 48.12 | total time: 36.53m
step 04465/21400 (20.86%) | loss: 3.005106 | grad norm: 0.1743 | lrm: 1.00 | dt: 478.51ms | tok/sec: 1,095,672 | mfu: 48.35 | total time: 36.54m
step 04466/21400 (20.87%) | loss: 3.009845 | grad norm: 0.1716 | lrm: 1.00 | dt: 480.18ms | tok/sec: 1,091,861 | mfu: 48.19 | total time: 36.55m
step 04467/21400 (20.87%) | loss: 3.028309 | grad norm: 0.1949 | lrm: 1.00 | dt: 479.49ms | tok/sec: 1,093,419 | mfu: 48.26 | total time: 36.55m
step 04468/21400 (20.88%) | loss: 3.048404 | grad norm: 0.2360 | lrm: 1.00 | dt: 480.89ms | tok/sec: 1,090,243 | mfu: 48.12 | total time: 36.56m
step 04469/21400 (20.88%) | loss: 3.041182 | grad norm: 0.1747 | lrm: 1.00 | dt: 480.04ms | tok/sec: 1,092,169 | mfu: 48.20 | total time: 36.57m
step 04470/21400 (20.89%) | loss: 3.042529 | grad norm: 0.1648 | lrm: 1.00 | dt: 480.71ms | tok/sec: 1,090,658 | mfu: 48.13 | total time: 36.58m
step 04471/21400 (20.89%) | loss: 3.044054 | grad norm: 0.1731 | lrm: 1.00 | dt: 479.00ms | tok/sec: 1,094,536 | mfu: 48.30 | total time: 36.59m
step 04472/21400 (20.90%) | loss: 3.042185 | grad norm: 0.1684 | lrm: 1.00 | dt: 481.43ms | tok/sec: 1,089,012 | mfu: 48.06 | total time: 36.59m
step 04473/21400 (20.90%) | loss: 3.026599 | grad norm: 0.1731 | lrm: 1.00 | dt: 481.85ms | tok/sec: 1,088,061 | mfu: 48.02 | total time: 36.60m
step 04474/21400 (20.91%) | loss: 3.006002 | grad norm: 0.2451 | lrm: 1.00 | dt: 481.47ms | tok/sec: 1,088,936 | mfu: 48.06 | total time: 36.61m
step 04475/21400 (20.91%) | loss: 3.011735 | grad norm: 0.2228 | lrm: 1.00 | dt: 481.10ms | tok/sec: 1,089,779 | mfu: 48.09 | total time: 36.62m
step 04476/21400 (20.92%) | loss: 3.014815 | grad norm: 0.1599 | lrm: 1.00 | dt: 480.53ms | tok/sec: 1,091,065 | mfu: 48.15 | total time: 36.63m
step 04477/21400 (20.92%) | loss: 3.021561 | grad norm: 0.1702 | lrm: 1.00 | dt: 481.36ms | tok/sec: 1,089,189 | mfu: 48.07 | total time: 36.63m
step 04478/21400 (20.93%) | loss: 3.018566 | grad norm: 0.1911 | lrm: 1.00 | dt: 479.75ms | tok/sec: 1,092,827 | mfu: 48.23 | total time: 36.64m
step 04479/21400 (20.93%) | loss: 3.018873 | grad norm: 0.1730 | lrm: 1.00 | dt: 482.50ms | tok/sec: 1,086,610 | mfu: 47.95 | total time: 36.65m
step 04480/21400 (20.93%) | loss: 3.012322 | grad norm: 0.1934 | lrm: 1.00 | dt: 478.12ms | tok/sec: 1,096,562 | mfu: 48.39 | total time: 36.66m
step 04481/21400 (20.94%) | loss: 3.008841 | grad norm: 0.1748 | lrm: 1.00 | dt: 481.54ms | tok/sec: 1,088,782 | mfu: 48.05 | total time: 36.67m
step 04482/21400 (20.94%) | loss: 3.000791 | grad norm: 0.1835 | lrm: 1.00 | dt: 479.04ms | tok/sec: 1,094,465 | mfu: 48.30 | total time: 36.67m
