2025-11-30 21:00:33,911 - nanochat.checkpoint_manager - [32m[1mINFO[0m - No model tag provided, guessing model tag: d20
2025-11-30 21:00:33,912 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Loading model from /home/ubuntu/.cache/nanochat/mid_checkpoints/d20 with step 808
2025-11-30 21:00:35,162 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Building model with config: {'sequence_len': 2048, 'vocab_size': 65536, 'n_layer': 20, 'n_head': 10, 'n_kv_head': 10, 'n_embd': 1280}
Target examples per step: 32
Device batch size: 4
Examples per step is device_batch_size * ddp_world_size: 32
=> Setting grad accum steps: 1
Scaling the LR for the AdamW parameters ∝1/√(1280/768) = 0.774597
Muon: Grouping 80 params of shape torch.Size([1280, 1280]), device cuda:0, dtype torch.float32
Muon: Grouping 20 params of shape torch.Size([1280, 5120]), device cuda:0, dtype torch.float32
Muon: Grouping 20 params of shape torch.Size([5120, 1280]), device cuda:0, dtype torch.float32
Step 00000 | Validation loss: 1.017535
Step 00000/00701 | Training loss: 0.977048| lrm: 1.000000| num_tokens: 10,466
Step 00305/00701 | Training loss: 0.568373| lrm: 0.564907| num_tokens: 12,302
Step 00306/00701 | Training loss: 0.791550| lrm: 0.563481| num_tokens: 13,218
Step 00307/00701 | Training loss: 0.668295| lrm: 0.562054| num_tokens: 13,048
Step 00308/00701 | Training loss: 0.348194| lrm: 0.560628| num_tokens: 10,063
Step 00309/00701 | Training loss: 1.239287| lrm: 0.559201| num_tokens: 9,718
Step 00310/00701 | Training loss: 0.792033| lrm: 0.557775| num_tokens: 12,452
Step 00311/00701 | Training loss: 1.008082| lrm: 0.556348| num_tokens: 12,204
Step 00312/00701 | Training loss: 0.891462| lrm: 0.554922| num_tokens: 10,592
Step 00313/00701 | Training loss: 0.673068| lrm: 0.553495| num_tokens: 8,178
Step 00314/00701 | Training loss: 0.632671| lrm: 0.552068| num_tokens: 7,751
Step 00315/00701 | Training loss: 0.658896| lrm: 0.550642| num_tokens: 13,173
Step 00316/00701 | Training loss: 0.440808| lrm: 0.549215| num_tokens: 7,857
Step 00317/00701 | Training loss: 0.749435| lrm: 0.547789| num_tokens: 11,350
Step 00318/00701 | Training loss: 0.749146| lrm: 0.546362| num_tokens: 11,751
Step 00319/00701 | Training loss: 0.993150| lrm: 0.544936| num_tokens: 8,674
Step 00320/00701 | Training loss: 0.614267| lrm: 0.543509| num_tokens: 8,225
Step 00321/00701 | Training loss: 0.948489| lrm: 0.542083| num_tokens: 7,745
Step 00322/00701 | Training loss: 0.715985| lrm: 0.540656| num_tokens: 7,832
Step 00323/00701 | Training loss: 0.837813| lrm: 0.539230| num_tokens: 13,154
Step 00324/00701 | Training loss: 1.294660| lrm: 0.537803| num_tokens: 14,323
Step 00325/00701 | Training loss: 0.933475| lrm: 0.536377| num_tokens: 7,804
Step 00326/00701 | Training loss: 1.143037| lrm: 0.534950| num_tokens: 8,045
Step 00327/00701 | Training loss: 0.630299| lrm: 0.533524| num_tokens: 14,199
Step 00328/00701 | Training loss: 0.960761| lrm: 0.532097| num_tokens: 11,079
Step 00329/00701 | Training loss: 0.664470| lrm: 0.530670| num_tokens: 11,362
Step 00330/00701 | Training loss: 1.017337| lrm: 0.529244| num_tokens: 10,385
Step 00331/00701 | Training loss: 1.191464| lrm: 0.527817| num_tokens: 9,262
Step 00332/00701 | Training loss: 1.952509| lrm: 0.526391| num_tokens: 10,580
Step 00333/00701 | Training loss: 1.085081| lrm: 0.524964| num_tokens: 10,710
Step 00334/00701 | Training loss: 0.779792| lrm: 0.523538| num_tokens: 9,683
Step 00335/00701 | Training loss: 0.470359| lrm: 0.522111| num_tokens: 10,669
Step 00336/00701 | Training loss: 0.990177| lrm: 0.520685| num_tokens: 11,950
Step 00337/00701 | Training loss: 1.515499| lrm: 0.519258| num_tokens: 10,911
Step 00338/00701 | Training loss: 0.840476| lrm: 0.517832| num_tokens: 10,739
Step 00339/00701 | Training loss: 0.825673| lrm: 0.516405| num_tokens: 13,806
Step 00340/00701 | Training loss: 0.918193| lrm: 0.514979| num_tokens: 11,655
Step 00341/00701 | Training loss: 1.010776| lrm: 0.513552| num_tokens: 10,638
Step 00342/00701 | Training loss: 1.027588| lrm: 0.512126| num_tokens: 8,065
Step 00343/00701 | Training loss: 0.731401| lrm: 0.510699| num_tokens: 10,630
Step 00344/00701 | Training loss: 0.969524| lrm: 0.509272| num_tokens: 10,197
Step 00345/00701 | Training loss: 0.512570| lrm: 0.507846| num_tokens: 9,726
Step 00346/00701 | Training loss: 0.658076| lrm: 0.506419| num_tokens: 11,547
Step 00347/00701 | Training loss: 0.862911| lrm: 0.504993| num_tokens: 10,531
Step 00348/00701 | Training loss: 0.693594| lrm: 0.503566| num_tokens: 8,946
Step 00349/00701 | Training loss: 1.099778| lrm: 0.502140| num_tokens: 10,892
Step 00350/00701 | Training loss: 0.945791| lrm: 0.500713| num_tokens: 12,818
Step 00351/00701 | Training loss: 0.973775| lrm: 0.499287| num_tokens: 10,938
Step 00352/00701 | Training loss: 0.834248| lrm: 0.497860| num_tokens: 11,945
Step 00353/00701 | Training loss: 1.106628| lrm: 0.496434| num_tokens: 9,544
Step 00354/00701 | Training loss: 1.061473| lrm: 0.495007| num_tokens: 12,396
Step 00355/00701 | Training loss: 0.817568| lrm: 0.493581| num_tokens: 9,696
Step 00356/00701 | Training loss: 0.833042| lrm: 0.492154| num_tokens: 9,147
Step 00357/00701 | Training loss: 1.269603| lrm: 0.490728| num_tokens: 12,398
Step 00358/00701 | Training loss: 1.065010| lrm: 0.489301| num_tokens: 11,475
Step 00359/00701 | Training loss: 0.761532| lrm: 0.487874| num_tokens: 11,750
Step 00360/00701 | Training loss: 0.622270| lrm: 0.486448| num_tokens: 13,156
Step 00361/00701 | Training loss: 1.000287| lrm: 0.485021| num_tokens: 11,056
Step 00362/00701 | Training loss: 0.623294| lrm: 0.483595| num_tokens: 12,130
Step 00363/00701 | Training loss: 0.940260| lrm: 0.482168| num_tokens: 11,480
Step 00364/00701 | Training loss: 0.559469| lrm: 0.480742| num_tokens: 11,501
Step 00365/00701 | Training loss: 0.803657| lrm: 0.479315| num_tokens: 11,658
Step 00366/00701 | Training loss: 0.991087| lrm: 0.477889| num_tokens: 7,911
Step 00367/00701 | Training loss: 1.066059| lrm: 0.476462| num_tokens: 13,241
Step 00368/00701 | Training loss: 0.596182| lrm: 0.475036| num_tokens: 12,300
Step 00369/00701 | Training loss: 0.408014| lrm: 0.473609| num_tokens: 12,428
Step 00370/00701 | Training loss: 0.892743| lrm: 0.472183| num_tokens: 17,440
Step 00371/00701 | Training loss: 0.537505| lrm: 0.470756| num_tokens: 13,343
Step 00372/00701 | Training loss: 0.906555| lrm: 0.469330| num_tokens: 9,212
Step 00373/00701 | Training loss: 1.218205| lrm: 0.467903| num_tokens: 9,378
Step 00374/00701 | Training loss: 1.100389| lrm: 0.466476| num_tokens: 12,523
Step 00375/00701 | Training loss: 1.135340| lrm: 0.465050| num_tokens: 15,430
Step 00376/00701 | Training loss: 0.818281| lrm: 0.463623| num_tokens: 14,198
Step 00377/00701 | Training loss: 0.772292| lrm: 0.462197| num_tokens: 14,514
Step 00378/00701 | Training loss: 1.023233| lrm: 0.460770| num_tokens: 10,497
Step 00379/00701 | Training loss: 0.737672| lrm: 0.459344| num_tokens: 7,803
Step 00380/00701 | Training loss: 0.958863| lrm: 0.457917| num_tokens: 9,150
Step 00381/00701 | Training loss: 0.342845| lrm: 0.456491| num_tokens: 15,692
Step 00382/00701 | Training loss: 0.938358| lrm: 0.455064| num_tokens: 12,396
Step 00383/00701 | Training loss: 0.766454| lrm: 0.453638| num_tokens: 9,577
Step 00384/00701 | Training loss: 0.812663| lrm: 0.452211| num_tokens: 12,944
Step 00385/00701 | Training loss: 0.789595| lrm: 0.450785| num_tokens: 8,029
Step 00386/00701 | Training loss: 0.716197| lrm: 0.449358| num_tokens: 10,897
Step 00387/00701 | Training loss: 1.059325| lrm: 0.447932| num_tokens: 12,757
Step 00388/00701 | Training loss: 1.049857| lrm: 0.446505| num_tokens: 13,442
Step 00389/00701 | Training loss: 1.230458| lrm: 0.445078| num_tokens: 13,137
Step 00390/00701 | Training loss: 1.012351| lrm: 0.443652| num_tokens: 11,563
Step 00391/00701 | Training loss: 0.398930| lrm: 0.442225| num_tokens: 12,031
Step 00392/00701 | Training loss: 0.735088| lrm: 0.440799| num_tokens: 12,239
Step 00393/00701 | Training loss: 0.223530| lrm: 0.439372| num_tokens: 11,065
Step 00394/00701 | Training loss: 1.329240| lrm: 0.437946| num_tokens: 9,785
Step 00395/00701 | Training loss: 1.113219| lrm: 0.436519| num_tokens: 11,940
Step 00396/00701 | Training loss: 0.533893| lrm: 0.435093| num_tokens: 7,975
Step 00397/00701 | Training loss: 0.881528| lrm: 0.433666| num_tokens: 14,033
Step 00398/00701 | Training loss: 0.527652| lrm: 0.432240| num_tokens: 7,098
Step 00399/00701 | Training loss: 1.165415| lrm: 0.430813| num_tokens: 8,522
Step 00400 | Validation loss: 1.019963
Final: 342/1024 (33.40%)
Final: 439/1024 (42.87%)
Step 00400 | mmlu_acc: 0.333984, arc_easy_acc: 0.428711
Step 00400/00701 | Training loss: 0.929266| lrm: 0.429387| num_tokens: 10,404
Step 00401/00701 | Training loss: 0.624116| lrm: 0.427960| num_tokens: 8,800
Step 00402/00701 | Training loss: 0.923580| lrm: 0.426534| num_tokens: 9,421
Step 00403/00701 | Training loss: 0.754981| lrm: 0.425107| num_tokens: 14,241
Step 00404/00701 | Training loss: 0.403357| lrm: 0.423680| num_tokens: 8,029
Step 00405/00701 | Training loss: 0.716391| lrm: 0.422254| num_tokens: 10,413
Step 00406/00701 | Training loss: 0.723639| lrm: 0.420827| num_tokens: 14,284
Step 00407/00701 | Training loss: 0.872162| lrm: 0.419401| num_tokens: 6,919
Step 00408/00701 | Training loss: 0.610925| lrm: 0.417974| num_tokens: 12,915
Step 00409/00701 | Training loss: 0.755910| lrm: 0.416548| num_tokens: 8,116
Step 00410/00701 | Training loss: 1.209954| lrm: 0.415121| num_tokens: 14,426
Step 00411/00701 | Training loss: 0.830220| lrm: 0.413695| num_tokens: 11,541
Step 00412/00701 | Training loss: 1.133052| lrm: 0.412268| num_tokens: 8,210
Step 00413/00701 | Training loss: 0.592418| lrm: 0.410842| num_tokens: 8,365
Step 00414/00701 | Training loss: 1.016638| lrm: 0.409415| num_tokens: 10,991
Step 00415/00701 | Training loss: 1.003088| lrm: 0.407989| num_tokens: 13,785
Step 00416/00701 | Training loss: 0.844017| lrm: 0.406562| num_tokens: 12,485
Step 00417/00701 | Training loss: 0.466279| lrm: 0.405136| num_tokens: 11,607
Step 00418/00701 | Training loss: 0.837030| lrm: 0.403709| num_tokens: 6,441
Step 00419/00701 | Training loss: 0.743861| lrm: 0.402282| num_tokens: 12,884
Step 00420/00701 | Training loss: 0.900594| lrm: 0.400856| num_tokens: 9,922
Step 00421/00701 | Training loss: 0.648246| lrm: 0.399429| num_tokens: 10,202
Step 00422/00701 | Training loss: 0.936661| lrm: 0.398003| num_tokens: 14,408
Step 00423/00701 | Training loss: 0.673033| lrm: 0.396576| num_tokens: 16,277
Step 00424/00701 | Training loss: 0.835709| lrm: 0.395150| num_tokens: 12,681
Step 00425/00701 | Training loss: 0.738783| lrm: 0.393723| num_tokens: 9,047
Step 00426/00701 | Training loss: 1.080087| lrm: 0.392297| num_tokens: 13,775
Step 00427/00701 | Training loss: 0.598845| lrm: 0.390870| num_tokens: 10,690
Step 00428/00701 | Training loss: 1.344167| lrm: 0.389444| num_tokens: 9,404
Step 00429/00701 | Training loss: 0.515757| lrm: 0.388017| num_tokens: 7,569
Step 00430/00701 | Training loss: 0.676629| lrm: 0.386591| num_tokens: 11,801
Step 00431/00701 | Training loss: 0.538559| lrm: 0.385164| num_tokens: 10,107
Step 00432/00701 | Training loss: 0.547164| lrm: 0.383738| num_tokens: 10,651
Step 00433/00701 | Training loss: 1.216939| lrm: 0.382311| num_tokens: 13,779
Step 00434/00701 | Training loss: 0.478133| lrm: 0.380884| num_tokens: 12,334
Step 00435/00701 | Training loss: 0.732800| lrm: 0.379458| num_tokens: 11,174
Step 00436/00701 | Training loss: 0.822928| lrm: 0.378031| num_tokens: 11,492
Step 00437/00701 | Training loss: 0.793927| lrm: 0.376605| num_tokens: 13,126
Step 00438/00701 | Training loss: 1.088126| lrm: 0.375178| num_tokens: 8,901
Step 00439/00701 | Training loss: 0.761771| lrm: 0.373752| num_tokens: 13,642
Step 00440/00701 | Training loss: 0.418554| lrm: 0.372325| num_tokens: 11,015
Step 00441/00701 | Training loss: 0.826542| lrm: 0.370899| num_tokens: 13,052
Step 00442/00701 | Training loss: 0.930416| lrm: 0.369472| num_tokens: 12,739
Step 00443/00701 | Training loss: 0.531891| lrm: 0.368046| num_tokens: 10,479
Step 00444/00701 | Training loss: 1.090953| lrm: 0.366619| num_tokens: 12,465
Step 00445/00701 | Training loss: 0.955371| lrm: 0.365193| num_tokens: 15,012
Step 00446/00701 | Training loss: 1.079784| lrm: 0.363766| num_tokens: 13,188
Step 00447/00701 | Training loss: 1.079857| lrm: 0.362340| num_tokens: 14,154
Step 00448/00701 | Training loss: 0.846269| lrm: 0.360913| num_tokens: 9,629
Step 00449/00701 | Training loss: 0.636252| lrm: 0.359486| num_tokens: 13,155
Step 00450/00701 | Training loss: 1.018172| lrm: 0.358060| num_tokens: 14,412
Step 00451/00701 | Training loss: 1.220985| lrm: 0.356633| num_tokens: 10,075
Step 00452/00701 | Training loss: 0.701327| lrm: 0.355207| num_tokens: 11,930
Step 00453/00701 | Training loss: 1.054636| lrm: 0.353780| num_tokens: 12,863
Step 00454/00701 | Training loss: 0.623713| lrm: 0.352354| num_tokens: 7,038
Step 00455/00701 | Training loss: 0.484764| lrm: 0.350927| num_tokens: 10,003
Step 00456/00701 | Training loss: 0.698672| lrm: 0.349501| num_tokens: 15,261
Step 00457/00701 | Training loss: 0.737039| lrm: 0.348074| num_tokens: 8,720
Step 00458/00701 | Training loss: 0.757050| lrm: 0.346648| num_tokens: 6,493
Step 00459/00701 | Training loss: 0.770791| lrm: 0.345221| num_tokens: 12,606
Step 00460/00701 | Training loss: 0.452051| lrm: 0.343795| num_tokens: 8,519
Step 00461/00701 | Training loss: 1.076383| lrm: 0.342368| num_tokens: 11,465
Step 00462/00701 | Training loss: 0.544653| lrm: 0.340942| num_tokens: 11,227
Step 00463/00701 | Training loss: 0.735209| lrm: 0.339515| num_tokens: 7,042
Step 00464/00701 | Training loss: 0.679686| lrm: 0.338088| num_tokens: 10,781
Step 00465/00701 | Training loss: 0.889199| lrm: 0.336662| num_tokens: 9,106
Step 00466/00701 | Training loss: 1.001840| lrm: 0.335235| num_tokens: 8,984
Step 00467/00701 | Training loss: 1.196598| lrm: 0.333809| num_tokens: 10,821
Step 00468/00701 | Training loss: 0.675088| lrm: 0.332382| num_tokens: 13,818
Step 00469/00701 | Training loss: 0.543271| lrm: 0.330956| num_tokens: 7,782
Step 00470/00701 | Training loss: 0.872125| lrm: 0.329529| num_tokens: 9,190
Step 00471/00701 | Training loss: 0.791014| lrm: 0.328103| num_tokens: 14,577
Step 00472/00701 | Training loss: 0.799358| lrm: 0.326676| num_tokens: 13,242
Step 00473/00701 | Training loss: 0.997233| lrm: 0.325250| num_tokens: 7,088
Step 00474/00701 | Training loss: 1.017695| lrm: 0.323823| num_tokens: 14,341
Step 00475/00701 | Training loss: 0.546150| lrm: 0.322397| num_tokens: 17,055
Step 00476/00701 | Training loss: 0.767501| lrm: 0.320970| num_tokens: 13,036
Step 00477/00701 | Training loss: 0.848684| lrm: 0.319544| num_tokens: 14,172
Step 00478/00701 | Training loss: 0.931295| lrm: 0.318117| num_tokens: 8,969
Step 00479/00701 | Training loss: 0.460745| lrm: 0.316690| num_tokens: 11,879
Step 00480/00701 | Training loss: 1.176878| lrm: 0.315264| num_tokens: 11,947
Step 00481/00701 | Training loss: 0.752652| lrm: 0.313837| num_tokens: 8,490
Step 00482/00701 | Training loss: 0.873910| lrm: 0.312411| num_tokens: 11,201
Step 00483/00701 | Training loss: 0.901917| lrm: 0.310984| num_tokens: 9,803
Step 00484/00701 | Training loss: 0.865719| lrm: 0.309558| num_tokens: 10,858
Step 00485/00701 | Training loss: 1.017626| lrm: 0.308131| num_tokens: 7,538
Step 00486/00701 | Training loss: 0.315354| lrm: 0.306705| num_tokens: 9,455
Step 00487/00701 | Training loss: 1.099507| lrm: 0.305278| num_tokens: 9,675
Step 00488/00701 | Training loss: 0.889559| lrm: 0.303852| num_tokens: 11,548
Step 00489/00701 | Training loss: 0.938468| lrm: 0.302425| num_tokens: 14,982
Step 00490/00701 | Training loss: 0.623393| lrm: 0.300999| num_tokens: 9,448
Step 00491/00701 | Training loss: 0.761698| lrm: 0.299572| num_tokens: 11,806
Step 00492/00701 | Training loss: 0.474515| lrm: 0.298146| num_tokens: 12,643
Step 00493/00701 | Training loss: 0.332861| lrm: 0.296719| num_tokens: 4,752
Step 00494/00701 | Training loss: 0.936056| lrm: 0.295292| num_tokens: 9,835
Step 00495/00701 | Training loss: 0.830243| lrm: 0.293866| num_tokens: 10,903
Step 00496/00701 | Training loss: 1.041928| lrm: 0.292439| num_tokens: 9,607
Step 00497/00701 | Training loss: 1.172578| lrm: 0.291013| num_tokens: 11,915
Step 00498/00701 | Training loss: 1.184399| lrm: 0.289586| num_tokens: 15,932
Step 00499/00701 | Training loss: 0.906200| lrm: 0.288160| num_tokens: 17,556
Step 00500 | Validation loss: 1.020124
Step 00500/00701 | Training loss: 0.634368| lrm: 0.286733| num_tokens: 14,360
Step 00501/00701 | Training loss: 1.120690| lrm: 0.285307| num_tokens: 8,077
Step 00502/00701 | Training loss: 1.047037| lrm: 0.283880| num_tokens: 8,647
Step 00503/00701 | Training loss: 1.099006| lrm: 0.282454| num_tokens: 12,356
Step 00504/00701 | Training loss: 0.889620| lrm: 0.281027| num_tokens: 11,936
Step 00505/00701 | Training loss: 0.626290| lrm: 0.279601| num_tokens: 8,677
Step 00506/00701 | Training loss: 0.675037| lrm: 0.278174| num_tokens: 8,364
Step 00507/00701 | Training loss: 0.675830| lrm: 0.276748| num_tokens: 5,963
Step 00508/00701 | Training loss: 0.832265| lrm: 0.275321| num_tokens: 13,486
Step 00509/00701 | Training loss: 0.761809| lrm: 0.273894| num_tokens: 9,320
Step 00510/00701 | Training loss: 0.707266| lrm: 0.272468| num_tokens: 9,944
Step 00511/00701 | Training loss: 0.769316| lrm: 0.271041| num_tokens: 9,068
Step 00512/00701 | Training loss: 0.741633| lrm: 0.269615| num_tokens: 11,839
Step 00513/00701 | Training loss: 0.910943| lrm: 0.268188| num_tokens: 9,382
Step 00514/00701 | Training loss: 0.834989| lrm: 0.266762| num_tokens: 10,529
Step 00515/00701 | Training loss: 0.900670| lrm: 0.265335| num_tokens: 12,058
Step 00516/00701 | Training loss: 0.988708| lrm: 0.263909| num_tokens: 14,512
Step 00517/00701 | Training loss: 0.906147| lrm: 0.262482| num_tokens: 10,646
Step 00518/00701 | Training loss: 0.880920| lrm: 0.261056| num_tokens: 12,085
Step 00519/00701 | Training loss: 0.585556| lrm: 0.259629| num_tokens: 7,230
Step 00520/00701 | Training loss: 0.773524| lrm: 0.258203| num_tokens: 10,873
Step 00521/00701 | Training loss: 0.509819| lrm: 0.256776| num_tokens: 13,475
Step 00522/00701 | Training loss: 0.930181| lrm: 0.255350| num_tokens: 12,653
Step 00523/00701 | Training loss: 0.652859| lrm: 0.253923| num_tokens: 11,566
Step 00524/00701 | Training loss: 0.945771| lrm: 0.252496| num_tokens: 5,489
Step 00525/00701 | Training loss: 0.906439| lrm: 0.251070| num_tokens: 14,450
Step 00526/00701 | Training loss: 0.717001| lrm: 0.249643| num_tokens: 9,476
Step 00527/00701 | Training loss: 0.839083| lrm: 0.248217| num_tokens: 8,879
Step 00528/00701 | Training loss: 0.991755| lrm: 0.246790| num_tokens: 13,237
Step 00529/00701 | Training loss: 0.940010| lrm: 0.245364| num_tokens: 15,651
Step 00530/00701 | Training loss: 0.921672| lrm: 0.243937| num_tokens: 11,639
Step 00531/00701 | Training loss: 0.743235| lrm: 0.242511| num_tokens: 8,225
Step 00532/00701 | Training loss: 0.671795| lrm: 0.241084| num_tokens: 7,667
Step 00533/00701 | Training loss: 0.854511| lrm: 0.239658| num_tokens: 10,695
Step 00534/00701 | Training loss: 0.704148| lrm: 0.238231| num_tokens: 10,511
Step 00535/00701 | Training loss: 0.529026| lrm: 0.236805| num_tokens: 8,932
Step 00536/00701 | Training loss: 0.744502| lrm: 0.235378| num_tokens: 10,329
Step 00537/00701 | Training loss: 0.508164| lrm: 0.233951| num_tokens: 10,695
Step 00538/00701 | Training loss: 0.885057| lrm: 0.232525| num_tokens: 11,001
Step 00539/00701 | Training loss: 0.841079| lrm: 0.231098| num_tokens: 10,673
Step 00540/00701 | Training loss: 0.357172| lrm: 0.229672| num_tokens: 9,119
Step 00541/00701 | Training loss: 0.987966| lrm: 0.228245| num_tokens: 19,235
Step 00542/00701 | Training loss: 0.538206| lrm: 0.226819| num_tokens: 9,908
Step 00543/00701 | Training loss: 1.194140| lrm: 0.225392| num_tokens: 12,841
Step 00544/00701 | Training loss: 0.572154| lrm: 0.223966| num_tokens: 9,921
Step 00545/00701 | Training loss: 0.713854| lrm: 0.222539| num_tokens: 13,247
Step 00546/00701 | Training loss: 0.956191| lrm: 0.221113| num_tokens: 14,587
Step 00547/00701 | Training loss: 0.636897| lrm: 0.219686| num_tokens: 7,478
Step 00548/00701 | Training loss: 0.637313| lrm: 0.218260| num_tokens: 13,789
Step 00549/00701 | Training loss: 0.784875| lrm: 0.216833| num_tokens: 8,768
Step 00550/00701 | Training loss: 0.404255| lrm: 0.215407| num_tokens: 11,010
Step 00551/00701 | Training loss: 0.720909| lrm: 0.213980| num_tokens: 9,295
Step 00552/00701 | Training loss: 1.089764| lrm: 0.212553| num_tokens: 10,564
Step 00553/00701 | Training loss: 0.738940| lrm: 0.211127| num_tokens: 8,781
Step 00554/00701 | Training loss: 1.031889| lrm: 0.209700| num_tokens: 12,788
Step 00555/00701 | Training loss: 0.963466| lrm: 0.208274| num_tokens: 9,962
Step 00556/00701 | Training loss: 0.572255| lrm: 0.206847| num_tokens: 7,612
Step 00557/00701 | Training loss: 0.939533| lrm: 0.205421| num_tokens: 8,984
Step 00558/00701 | Training loss: 1.147326| lrm: 0.203994| num_tokens: 9,789
Step 00559/00701 | Training loss: 0.798368| lrm: 0.202568| num_tokens: 9,455
Step 00560/00701 | Training loss: 0.976264| lrm: 0.201141| num_tokens: 13,741
Step 00561/00701 | Training loss: 0.763888| lrm: 0.199715| num_tokens: 6,445
Step 00562/00701 | Training loss: 0.949834| lrm: 0.198288| num_tokens: 10,949
Step 00563/00701 | Training loss: 1.090007| lrm: 0.196862| num_tokens: 10,860
Step 00564/00701 | Training loss: 1.202555| lrm: 0.195435| num_tokens: 11,574
Step 00565/00701 | Training loss: 0.968855| lrm: 0.194009| num_tokens: 13,118
Step 00566/00701 | Training loss: 0.775584| lrm: 0.192582| num_tokens: 11,206
Step 00567/00701 | Training loss: 0.742776| lrm: 0.191155| num_tokens: 17,559
Step 00568/00701 | Training loss: 1.506338| lrm: 0.189729| num_tokens: 10,194
Step 00569/00701 | Training loss: 0.774501| lrm: 0.188302| num_tokens: 10,146
Step 00570/00701 | Training loss: 0.698195| lrm: 0.186876| num_tokens: 9,911
Step 00571/00701 | Training loss: 0.784079| lrm: 0.185449| num_tokens: 15,273
Step 00572/00701 | Training loss: 1.533888| lrm: 0.184023| num_tokens: 9,168
Step 00573/00701 | Training loss: 0.681524| lrm: 0.182596| num_tokens: 10,513
Step 00574/00701 | Training loss: 0.578842| lrm: 0.181170| num_tokens: 13,029
Step 00575/00701 | Training loss: 0.881109| lrm: 0.179743| num_tokens: 7,137
Step 00576/00701 | Training loss: 0.557514| lrm: 0.178317| num_tokens: 11,369
Step 00577/00701 | Training loss: 1.344787| lrm: 0.176890| num_tokens: 11,506
Step 00578/00701 | Training loss: 0.850237| lrm: 0.175464| num_tokens: 7,429
Step 00579/00701 | Training loss: 0.926690| lrm: 0.174037| num_tokens: 13,683
Step 00580/00701 | Training loss: 0.953827| lrm: 0.172611| num_tokens: 9,031
Step 00581/00701 | Training loss: 0.587835| lrm: 0.171184| num_tokens: 13,406
Step 00582/00701 | Training loss: 0.625518| lrm: 0.169757| num_tokens: 9,951
Step 00583/00701 | Training loss: 0.832450| lrm: 0.168331| num_tokens: 11,941
Step 00584/00701 | Training loss: 0.934648| lrm: 0.166904| num_tokens: 10,528
Step 00585/00701 | Training loss: 0.877052| lrm: 0.165478| num_tokens: 11,897
Step 00586/00701 | Training loss: 1.124688| lrm: 0.164051| num_tokens: 10,330
Step 00587/00701 | Training loss: 0.586349| lrm: 0.162625| num_tokens: 9,390
Step 00588/00701 | Training loss: 1.009011| lrm: 0.161198| num_tokens: 8,863
Step 00589/00701 | Training loss: 1.200030| lrm: 0.159772| num_tokens: 8,837
Step 00590/00701 | Training loss: 1.158050| lrm: 0.158345| num_tokens: 11,323
Step 00591/00701 | Training loss: 1.011073| lrm: 0.156919| num_tokens: 8,399
Step 00592/00701 | Training loss: 1.032400| lrm: 0.155492| num_tokens: 10,391
Step 00593/00701 | Training loss: 1.141144| lrm: 0.154066| num_tokens: 10,713
Step 00594/00701 | Training loss: 0.553435| lrm: 0.152639| num_tokens: 11,467
Step 00595/00701 | Training loss: 1.013099| lrm: 0.151213| num_tokens: 8,244
Step 00596/00701 | Training loss: 1.314370| lrm: 0.149786| num_tokens: 6,168
Step 00597/00701 | Training loss: 0.466862| lrm: 0.148359| num_tokens: 10,601
Step 00598/00701 | Training loss: 0.790209| lrm: 0.146933| num_tokens: 8,123
Step 00599/00701 | Training loss: 1.005761| lrm: 0.145506| num_tokens: 8,163
Step 00600 | Validation loss: 1.019713
Final: 349/1024 (34.08%)
Final: 451/1024 (44.04%)
Step 00600 | mmlu_acc: 0.340820, arc_easy_acc: 0.440430
Step 00600/00701 | Training loss: 0.701532| lrm: 0.144080| num_tokens: 11,170
Step 00601/00701 | Training loss: 1.087604| lrm: 0.142653| num_tokens: 10,313
Step 00602/00701 | Training loss: 1.006274| lrm: 0.141227| num_tokens: 8,582
Step 00603/00701 | Training loss: 0.509402| lrm: 0.139800| num_tokens: 9,536
Step 00604/00701 | Training loss: 0.936537| lrm: 0.138374| num_tokens: 11,592
Step 00605/00701 | Training loss: 1.261975| lrm: 0.136947| num_tokens: 10,561
Step 00606/00701 | Training loss: 0.856510| lrm: 0.135521| num_tokens: 9,894
Step 00607/00701 | Training loss: 1.082292| lrm: 0.134094| num_tokens: 15,789
Step 00608/00701 | Training loss: 0.758863| lrm: 0.132668| num_tokens: 13,347
Step 00609/00701 | Training loss: 0.554357| lrm: 0.131241| num_tokens: 10,958
Step 00610/00701 | Training loss: 1.036474| lrm: 0.129815| num_tokens: 15,107
Step 00611/00701 | Training loss: 0.831206| lrm: 0.128388| num_tokens: 11,298
Step 00612/00701 | Training loss: 0.991855| lrm: 0.126961| num_tokens: 9,848
Step 00613/00701 | Training loss: 0.914285| lrm: 0.125535| num_tokens: 15,923
Step 00614/00701 | Training loss: 0.819444| lrm: 0.124108| num_tokens: 13,977
Step 00615/00701 | Training loss: 1.293125| lrm: 0.122682| num_tokens: 10,275
Step 00616/00701 | Training loss: 0.935231| lrm: 0.121255| num_tokens: 9,826
Step 00617/00701 | Training loss: 0.970106| lrm: 0.119829| num_tokens: 10,290
Step 00618/00701 | Training loss: 0.539848| lrm: 0.118402| num_tokens: 8,782
Step 00619/00701 | Training loss: 1.099248| lrm: 0.116976| num_tokens: 8,824
